FeatureID	FeatureType	FeatureName	GenomeID	Genome	VersionName	ContigName	Strand	PartCount	PartNumber	Left End	Right End	
ABE-0000688	tRNA	aspU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	228928	229004	
ABE-0000692	CDS	dkgB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	229167	229970	
ABE-0000694	CDS	yafC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	229967	230881	
ABE-0000700	CDS	yafD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	231122	231922	
ABE-0000702	pseudogene	yafE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	231961	232549	
ABE-0000704	CDS	mltD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	232597	233955	
ABE-0000707	CDS	gloB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	234027	234782	
ABE-0000713	CDS	yafS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	234816	235538	
ABE-0000717	CDS	rnhA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	235535	236002	
ABE-0000722	CDS	dnaQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	236067	236798	
ABE-0000724	tRNA	aspV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	236931	237007	
ABE-0000727	CDS	yafT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	237335	238120	
ABE-0285173	CDS	ykfM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	238257	238736	
ABE-0000729	pseudogene	yafU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	238746	239102	
ABE-0285024	pseudogene	yafF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	239098	239378	
ABE-0000734	CDS	yafV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	239419	240189	
ABE-0000740	CDS	ivy	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	240343	240816	
ABE-0000743	CDS	fadE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	240859	243303	
ABE-0000751	CDS	gmhA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	243543	244121	
ABE-0285336	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	244129	244263	
ABE-0000755	CDS	yafJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	244327	245094	
ABE-0000757	CDS	ldtF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	245065	245805	
ABE-0000761	CDS	yafQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	245961	246239	
ABE-0000764	CDS	dinJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	246242	246502	
ABE-0000775	CDS	yafL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	246712	247461	
ABE-0285337	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	247458	247541	
ABE-0000779	CDS	rayT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	247637	248134	
ABE-0285338	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	248147	248334	
ABE-0000782	pseudogene	lfhA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	248358	250061	
ABE-0000785	pseudogene	lafU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	250059	250827	
ABE-0000789	CDS	dinB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	250898	251953	
ABE-0000793	CDS	yafN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	252005	252298	
ABE-0000795	CDS	yafO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	252301	252699	
ABE-0000801	CDS	yafP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	252709	253161	
ABE-0000805	pseudogene	ykfJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	253479	253685	
ABE-0000807	pseudogene	prfH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	253679	254202	
ABE-0285339	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	254217	254244	
ABE-0000809	CDS	pepD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	254259	255716	
ABE-0000814	CDS	gpt	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	255977	256435	
ABE-0000817	CDS	frsA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	256527	257771	
ABE-0000821	pseudogene	crl	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	2	1	257829	257907	
ABE-0000821	pseudogene	crl	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	2	2	258684	259006	
ABE-0285312	is_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	257908	258675	
ABE-0285340	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	257908	258675	
ABE-0285313	CDS	insB9	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	257923	258426	
ABE-0285314	CDS	insA9	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	258345	258620	
ABE-0285341	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	259016	259036	
ABE-0000823	CDS	phoE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	259045	260100	
ABE-0000830	CDS	proB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	260388	261491	
ABE-0000832	CDS	proA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	261503	262756	
ABE-0000834	tRNA	thrW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	262871	262946	
ABE-0234205	prophage	CP4-6	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	262958	297265	
ABE-0285342	misc_feature		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	262958	297265	
ABE-0285232	pseudogene	ykfN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	263149	263212	
ABE-0000836	CDS	ykfI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	263328	263669	
ABE-0000838	CDS	yafW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	263690	264007	
ABE-0285025	CDS	ykfH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	264026	264247	
ABE-0000841	CDS	ykfG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	264256	264732	
ABE-0000843	CDS	yafX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	264748	265206	
ABE-0000846	CDS	ykfF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	265304	265543	
ABE-0000851	CDS	ykfB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	265620	266087	
ABE-0000853	CDS	yafY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	266110	266553	
ABE-0285119	pseudogene	ykfL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	266553	266781	
ABE-0285118	pseudogene	ykfK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	266775	266967	
ABE-0000856	CDS	yafZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	267184	268005	
ABE-0000858	CDS	ykfA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	268097	268960	
ABE-0000862	CDS	perR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	269289	270182	
ABE-0000865	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	270206	270540	
ABE-0000867	CDSp	insN-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	270242	270646	
ABE-0285253	pseudogene	insN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	2	1	270278	270540	
ABE-0285253	pseudogene	insN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	2	2	271764	272190	
ABE-0000869	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	270541	271761	
ABE-0000871	CDS	insI-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	270603	271754	
ABE-0000873	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	271762	272190	
ABE-0000880	CDSp	insO-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	271830	272255	
ABE-0285230	ncRNA	eyeA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	272580	272654	
ABE-0000885	pseudogene	ykfC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	272847	273954	
ABE-0000886	is_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	273955	275149	
ABE-0285343	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	273955	275149	
ABE-0000888	CDS	insH1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	274101	275081	
ABE-0000893	CDS	mmuP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	275325	276728	
ABE-0000895	CDS	mmuM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	276715	277647	
ABE-0285344	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	277675	277741	
ABE-0000898	CDS	afuC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	277756	278802	
ABE-0000900	pseudogene	afuB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	278814	279162	
ABE-0000902	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	279163	279930	
ABE-0000906	CDS	insB-2	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	279178	279681	
ABE-0000909	CDS	insA-2	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	279600	279875	
ABE-0285317	pseudogene	insI1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	279931	280104	
ABE-0000910	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	279931	280111	
ABE-0285026	pseudogene	insX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	280112	280362	
ABE-0285345	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	280114	280425	
ABE-0000912	pseudogene	yagB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	280427	280735	
ABE-0000915	CDS	yagA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	280829	281983	
ABE-0000921	CDS	yagE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	282278	283186	
ABE-0000923	CDS	yagF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	283201	285168	
ABE-0000929	CDS	yagG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	285395	286777	
ABE-0000931	CDS	yagH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	286789	288399	
ABE-0000933	CDS	xynR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	288404	289162	
ABE-0000939	CDS	argF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	289301	290305	
ABE-0285771	CDS	argL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	290275	290370	
ABE-0285250	pseudogene	ykgS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	290428	290633	
ABE-0000945	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	290634	291401	
ABE-0000948	CDS	insB-3	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	290649	291152	
ABE-0000951	CDS	insA-3	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	291071	291346	
ABE-0000963	pseudogene	yagJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	291400	292231	
ABE-0000965	CDS	yagK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	292322	292948	
ABE-0000970	CDS	yagL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	293220	293918	
ABE-0000972	CDS	yagM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	293945	294799	
ABE-0285744	CDS	ykgV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	294918	295142	
ABE-0000976	CDS	yagN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	295139	295579	
ABE-0000979	CDS	intF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	295696	297096	
ABE-0285257	tRNA	ptwF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	297206	297254	
ABE-0285159	pseudogene	yagP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	297381	297719	
ABE-0000982	CDSp		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	297381	297791	
ABE-0285158	pseudogene	ykgT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	297714	297791	
ABE-0000984	CDS	paoD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	297770	298726	
ABE-0000988	CDS	paoC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	298736	300934	
ABE-0000990	CDS	paoB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	300931	301887	
ABE-0000992	CDS	paoA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	301884	302573	
ABE-0000995	CDS	yagU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	302991	303605	
ABE-0000997	CDS	ykgJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	303853	304182	
ABE-0001000	CDS	ecpE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	304495	305205	
ABE-0001002	CDS	ecpD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	305174	306817	
ABE-0001005	CDS	ecpC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	306807	309332	
ABE-0001007	CDS	ecpB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	309358	310026	
ABE-0001009	CDS	ecpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	310084	310671	
ABE-0001011	CDS	ecpR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	310746	311336	
ABE-0001019	CDS	ykgL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	312112	312339	
ABE-0285027	CDS	ykgO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	312374	312514	
ABE-0001021	CDS	ykgM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	312514	312777	
ABE-0285215	CDS	ykgR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	313141	313242	
ABE-0285233	pseudogene	ykgP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	313716	313807	
ABE-0001025	pseudogene	eaeH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	314357	315232	
ABE-0001026	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	315226	316483	
ABE-0001028	CDS	insE-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	315291	315590	
ABE-0001030	CDS	insF-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	315587	316453	
ABE-0001032	pseudogene	ykgA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	316482	317136	
ABE-0285171	pseudogene	ykgQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	317385	317567	
ABE-0001038	CDS	rclC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	317726	318319	
ABE-0001043	CDS	rclB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	318331	318567	
ABE-0001048	CDS	rclA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	318676	320001	
ABE-0001054	CDS	rclR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	320227	321081	
ABE-0001058	CDS	ykgE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	321608	322327	
ABE-0001060	CDS	ykgF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	322338	323765	
ABE-0001062	CDS	ykgG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	323758	324453	
ABE-0001066	CDS	ykgH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	324696	325364	
ABE-0001070	CDS	betA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	325577	327247	
ABE-0001072	CDS	betB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	327261	328733	
ABE-0001076	CDS	betI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	328747	329334	
ABE-0001080	CDS	betT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	329463	331496	
ABE-0285783	CDS	yahV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	331802	331876	
ABE-0001086	CDS	pdeL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	332371	333459	
ABE-0001088	CDS	yahB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	333501	334433	
ABE-0001091	CDS	yahC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	334525	335022	
ABE-0001095	CDS	yahD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	335280	335885	
ABE-0001097	CDS	yahE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	335925	336788	
ABE-0001099	CDS	yahF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	336778	338325	
ABE-0001101	CDS	yahG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	338325	339743	
ABE-0285346	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	339757	340114	
ABE-0001107	CDS	yahI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	340165	341115	
ABE-0001109	CDS	yahJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	341125	342507	
ABE-0285262	pseudogene		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	342591	342640	
ABE-0285263	pseudogene		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	342726	342797	
ABE-0001113	CDS	yahK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	342884	343933	
ABE-0001117	CDS	yahL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	344176	344991	
ABE-0001120	CDS	yahM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	345404	345649	
ABE-0001122	CDS	yahN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	345666	346337	
ABE-0001130	CDS	yahO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	346484	346759	
ABE-0285347	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	346824	346853	
ABE-0001133	CDS	prpR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	346857	348443	
ABE-0001138	CDS	prpB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	348682	349572	
ABE-0285348	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	349605	349969	
ABE-0001148	CDS	prpC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	350012	351181	
ABE-0001152	CDS	prpD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	351215	352666	
ABE-0001154	CDS	prpE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	352706	354592	
ABE-0285349	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	354599	354769	
ABE-0001159	CDS	codB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	354922	356181	
ABE-0001161	CDS	codA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	356171	357454	
ABE-0285350	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	357484	357562	
ABE-0285351	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	357684	357762	
ABE-0001165	CDS	cynR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	357791	358690	
ABE-0001171	CDS	cynT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	358799	359458	
ABE-0001173	CDS	cynS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	359489	359959	
ABE-0001175	CDS	cynX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	359992	361146	
ABE-0285352	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	361208	361236	
ABE-0001177	CDS	lacA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	361249	361860	
ABE-0285353	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	361883	361916	
ABE-0001181	CDS	lacY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	361926	363179	
ABE-0001183	CDS	lacZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	363231	366305	
ABE-0001189	CDS	lacI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	366428	367510	
ABE-0001191	CDS	mhpR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	367587	368420	
ABE-0001196	CDS	mhpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	368611	370275	
ABE-0001198	CDS	mhpB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	370277	371221	
ABE-0001201	CDS	mhpC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	371239	372105	
ABE-0001205	CDS	mhpD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	372115	372924	
ABE-0001207	CDS	mhpF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	372921	373871	
ABE-0001209	CDS	mhpE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	373868	374881	
ABE-0285354	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	374930	375365	
ABE-0001213	CDS	mhpT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	375459	376670	
ABE-0001216	CDS	yaiL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	376772	377311	
ABE-0285355	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	377335	377521	
ABE-0001219	CDS	frmB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	377535	378368	
ABE-0001221	CDS	frmA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	378462	379571	
ABE-0001226	CDS	frmR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	379606	379881	
ABE-0001230	CDS	yaiO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	380069	380842	
ABE-0001232	CDSp	yaiX_2	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	380844	381059	
ABE-0285111	pseudogene	yaiX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	2	1	382591	382872	
ABE-0285111	pseudogene	yaiX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	2	2	380844	381254	
ABE-0001235	is_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	381260	382590	
ABE-0285356	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	381260	382590	
ABE-0001237	CDS	insC-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	381351	381716	
ABE-0001239	CDS	insD-1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	381674	382579	
ABE-0001241	CDSp	yaiX_1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	382504	382872	
ABE-0001243	CDS	yaiP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	382739	383935	
ABE-0001249	pseudogene	yaiS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	383945	384616	
ABE-0285800	CDS	ykiC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	383960	384079	
ABE-0285162	CDSp	yaiS_1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	384059	384616	
